OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
85,120.0,George St app Herschel St (St 120),GEORGE ST,,501983.1,6961785.6,-27.467476,153.020072,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2016-10-07T12:00:00+10:00,"{""coordinates"": [153.0200775659451, -27.467463488140506], ""type"": ""Point""}","-27.467463488140506, 153.0200775659451"
86,121.0,Roma Street Stop 121,ROMA ST,Makerston St,501817.9,6961887.7,-27.466554,153.018399,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Medium,2017-11-09T11:00:00+10:00,"{""coordinates"": [153.01840537608606, -27.466541960847454], ""type"": ""Point""}","-27.466541960847454, 153.01840537608606"
87,122.0,Roma St app Garrick St (Stop 122),ROMA ST,Garrick St,501751.8,6961906.6,-27.466384,153.01773,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017-11-09T11:00:00+10:00,"{""coordinates"": [153.01773633717366, -27.46637141848139], ""type"": ""Point""}","-27.46637141848139, 153.01773633717366"
88,123.0,George St. Stop 123,GEORGE ST,Margaret St,502653.7,6961034.7,-27.474254,153.026861,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.02686654472268, -27.474241460894188], ""type"": ""Point""}","-27.474241460894188, 153.02686654472268"
89,124.0,Roma Street Stop 124,ROMA ST,Garrick St,501773.5,6961924.6,-27.466221,153.01795,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2018-03-12T11:00:00+10:00,"{""coordinates"": [153.0179559406741, -27.466208886479855], ""type"": ""Point""}","-27.466208886479855, 153.0179559406741"
90,125.0,Roma St app Transit Centre,ROMA ST,Markerston St,501813.9,6961913.0,-27.466326,153.018359,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017-11-09T11:00:00+10:00,"{""coordinates"": [153.0183648534526, -27.4663135579474], ""type"": ""Point""}","-27.4663135579474, 153.0183648534526"
91,130.0,Turbot Street off ramp - 130,MAGISTRATES LA,Roma St,502167.2,6961721.3,-27.468056,153.021935,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2023-04-26T12:00:00+10:00,"{""coordinates"": [153.02194101004022, -27.468043707173123], ""type"": ""Point""}","-27.468043707173123, 153.02194101004022"
92,131.0,Wickham Tce @ Lilley St (Stop 131),WICKHAN TERRACE,,502071.8,6962254.4,-27.463244,153.020968,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Easy,2017-07-30T12:00:00+10:00,"{""coordinates"": [153.02097452390677, -27.46323103194198], ""type"": ""Point""}","-27.46323103194198, 153.02097452390677"
93,132.0,Wickham Tce @ Gazebo (St 132),WICKHAM TCE,,502084.9,6962116.9,-27.464485,153.021101,SPRING HILL,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.0211073439355, -27.464472361494234], ""type"": ""Point""}","-27.464472361494234, 153.0211073439355"
94,133.0,Wickham Tce @ Bne Private Hosp (St 133),WICKHAM TCE,Brisbane Private Hospital,502219.7,6962026.3,-27.465303,153.022466,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Easy,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.0224718225363, -27.465290084624908], ""type"": ""Point""}","-27.465290084624908, 153.0224718225363"
95,134.0,Wickham Tce @ Watkins Place (134),WICKHAM TCE,Bartley St,502308.2,6961998.0,-27.465558,153.023362,SPRING HILL,3 - Regular with seat,Y,Easy,Hard,Easy,2022-05-19T12:00:00+10:00,"{""coordinates"": [153.0233675928367, -27.465545429594417], ""type"": ""Point""}","-27.465545429594417, 153.0233675928367"
96,135.0,Upp Edward St f/s Wickham (St 135),UPPER EDWARD ST,Wickham Tce,502449.0,6962127.3,-27.46439,153.024786,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Easy,2018-01-10T11:00:00+10:00,"{""coordinates"": [153.0247923846307, -27.4643778636306], ""type"": ""Point""}","-27.4643778636306, 153.0247923846307"
97,138.0,Roma Street app Ann St,ROMA ST,,502289.5,6961729.1,-27.467986,153.023173,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2017-11-09T11:00:00+10:00,"{""coordinates"": [153.02317883539826, -27.467973088491814], ""type"": ""Point""}","-27.467973088491814, 153.02317883539826"
98,140.0,Upp Edward St @ Wickham (St 140),UPPER EDWARD ST,Wickham Tce,502470.1,6962107.3,-27.464571,153.025,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Easy,2018-02-06T11:00:00+10:00,"{""coordinates"": [153.02500597858105, -27.46455838539791], ""type"": ""Point""}","-27.46455838539791, 153.02500597858105"
99,141.0,Edward St app Ann St (Stop 141),EDWARD ST,Ann St,502489.8,6961901.1,-27.466432,153.0252,BRISBANE CITY,2 - Intermediate,Y,Easy,Hard,Easy,2017-09-26T12:00:00+10:00,"{""coordinates"": [153.02520578584077, -27.466419921937582], ""type"": ""Point""}","-27.466419921937582, 153.02520578584077"
100,142.0,Edward St F/S Queen St (Stop 142),EDWARD ST,Elizabeth St,502710.4,6961644.3,-27.46875,153.027433,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Medium,2023-04-20T12:00:00+10:00,"{""coordinates"": [153.02743909471766, -27.4687378884922], ""type"": ""Point""}","-27.4687378884922, 153.02743909471766"
101,143.0,Edward Street Stop 143,EDWARD ST,Elizabeth St,502722.3,6961630.6,-27.468874,153.027554,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.0275595701758, -27.46886154818795], ""type"": ""Point""}","-27.46886154818795, 153.0275595701758"
102,144.0,Edward St f/s Elizabeth St (St 144),EDWARD ST,Elizabeth St,502827.1,6961510.8,-27.469955,153.028615,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Medium,2017-09-27T12:00:00+10:00,"{""coordinates"": [153.02862057375523, -27.469942887475405], ""type"": ""Point""}","-27.469942887475405, 153.02862057375523"
103,145.0,Edward St app Mary St (Stop 145),EDWARD ST,Mary St,502864.3,6961467.5,-27.470346,153.028991,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Easy,2017-09-27T12:00:00+10:00,"{""coordinates"": [153.02899719634217, -27.47033372152103], ""type"": ""Point""}","-27.47033372152103, 153.02899719634217"
104,146.0,Edward St app Margaret St (St 146),EDWARD ST,Margaret St,502935.6,6961388.1,-27.471063,153.029713,BRISBANE CITY,3 - Regular with seat,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.02971905503634, -27.47105039167472], ""type"": ""Point""}","-27.47105039167472, 153.02971905503634"
105,148.0,Riverside Creek St (Stop 148),CREEK ST,Queen St,502848.2,6961803.4,-27.467314,153.028827,BRISBANE CITY,4 - Regular,Y,Easy,Medium,Hard,,"{""coordinates"": [153.0288334507385, -27.4673012535455], ""type"": ""Point""}","-27.4673012535455, 153.0288334507385"
106,149.0,Creek Street Stop 149,CREEK ST,Adelaide St,502781.6,6961880.0,-27.466622,153.028153,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Medium,2018-05-23T12:00:00+10:00,"{""coordinates"": [153.02815919831434, -27.466609847168378], ""type"": ""Point""}","-27.466609847168378, 153.02815919831434"
107,152.0,Eagle St at Riverside Centre (St 152),EAGLE ST,Eagle La,502977.6,6961842.0,-27.466965,153.030137,BRISBANE CITY,4 - Regular,N,Medium,Easy,Medium,,"{""coordinates"": [153.03014304875347, -27.466952495924666], ""type"": ""Point""}","-27.466952495924666, 153.03014304875347"
108,153.0,Eagle St at Waterfront Pl (Stop 153),EAGLE ST,Charlotte St,502994.1,6961595.5,-27.46919,153.030305,BRISBANE CITY,4 - Regular,Y,Medium,Easy,Medium,,"{""coordinates"": [153.03031065761783, -27.469177859410525], ""type"": ""Point""}","-27.469177859410525, 153.03031065761783"
109,155.0,Eagle St app Charlotte St (Stop 155),EAGLE ST,Charlotte St,502973.1,6961618.4,-27.468983,153.030092,BRISBANE CITY,2 - Intermediate,Y,Easy,Easy,Easy,2017-09-27T12:00:00+10:00,"{""coordinates"": [153.03009805115607, -27.46897116452388], ""type"": ""Point""}","-27.46897116452388, 153.03009805115607"
110,156.0,Wharf St app Ann St (Stop 156),WHARF ST,Ann St,502863.4,6962118.2,-27.464472,153.028981,BRISBANE CITY,3 - Regular with seat,Y,Medium,Medium,Easy,,"{""coordinates"": [153.02898655115445, -27.4644592092311], ""type"": ""Point""}","-27.4644592092311, 153.02898655115445"
111,157.0,Wickham Tce stand B (Stop 157),WICKHAM TCE,Turbot St,502754.8,6962139.7,-27.464278,153.027881,SPRING HILL,3 - Regular with seat,N,Medium,Easy,Hard,,"{""coordinates"": [153.02788736025107, -27.464265331589914], ""type"": ""Point""}","-27.464265331589914, 153.02788736025107"
112,158.0,Wickham Tce stand A (Stop 158),WICKHAM TCE,Turbot St,502751.8,6962124.2,-27.464418,153.027851,SPRING HILL,2 - Intermediate,Y,Medium,Easy,Hard,,"{""coordinates"": [153.02785703241412, -27.464405271595872], ""type"": ""Point""}","-27.464405271595872, 153.02785703241412"
113,159.0,Wickham Tce stand C (Stop 159),WICKHAM TCE,Turbot St,502771.7,6962144.5,-27.464235,153.028052,SPRING HILL,4 - Regular,N,Medium,Easy,Hard,,"{""coordinates"": [153.0280583941202, -27.464221962880433], ""type"": ""Point""}","-27.464221962880433, 153.0280583941202"
114,162.0,Wharf St F/S Ann St (Stop 162),WHARF ST,Turbot St,502807.5,6962183.7,-27.463881,153.028415,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02842063493875, -27.46386799201925], ""type"": ""Point""}","-27.46386799201925, 153.02842063493875"
115,163.0,Wharf Street Stop 163,WHARF ST,St Pauls Tce,502630.0,6962388.4,-27.462033,153.026618,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Hard,2016-04-21T12:00:00+10:00,"{""coordinates"": [153.02662372093545, -27.462020315649024], ""type"": ""Point""}","-27.462020315649024, 153.02662372093545"
116,164.0,Leichhardt St - The Ridge (Stop 164),LEICHHARDT ST,,502546.6,6962329.4,-27.462566,153.025774,SPRING HILL,3 - Regular with seat,Y,Easy,Easy,Hard,2023-04-04T12:00:00+10:00,"{""coordinates"": [153.02577977075623, -27.46255312622957], ""type"": ""Point""}","-27.46255312622957, 153.02577977075623"
117,165.0,Leichhardt St - The Ridge (Stop 165),LEICHARDT ST,Henry St,502529.1,6962339.7,-27.462473,153.025597,SPRING HILL,3 - Regular with seat,Y,Easy,Easy,Easy,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02560263459307, -27.462460170492072], ""type"": ""Point""}","-27.462460170492072, 153.02560263459307"
118,166.0,Wharf St app Turbot St (Stop 166),WHARF ST,Turbot St,502765.1,6962255.4,-27.463233,153.027985,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Medium,2017-03-31T12:00:00+10:00,"{""coordinates"": [153.0279913428625, -27.463220771497785], ""type"": ""Point""}","-27.463220771497785, 153.0279913428625"
119,167.0,Wharf St fs Astor Terrace,WHARF ST,,502699.7,6962308.4,-27.462755,153.027323,SPRING HILL,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.02732931804732, -27.462742418987688], ""type"": ""Point""}","-27.462742418987688, 153.02732931804732"
120,168.0,Wharf St F/S Adelaide St,WHARF ST,Rich La,502950.6,6962041.1,-27.465168,153.029863,BRISBANE CITY,3 - Regular with seat,Y,Easy,Hard,Medium,2017-09-26T12:00:00+10:00,"{""coordinates"": [153.02986929103497, -27.465155081290163], ""type"": ""Point""}","-27.465155081290163, 153.02986929103497"
121,169.0,Mary St Stop 169,MARY ST,,502612.5,6961193.4,-27.472822,153.026443,BRISBANE CITY,4 - Regular,Y,Easy,Easy,Easy,2017-01-24T11:00:00+10:00,"{""coordinates"": [153.0264491802941, -27.472808799626172], ""type"": ""Point""}","-27.472808799626172, 153.0264491802941"
122,172.0,St Andrews,BOUNDARY ST,Bradley St,502026.7,6962577.0,-27.460331,153.020511,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Medium,2018-07-27T12:00:00+10:00,"{""coordinates"": [153.02051753256453, -27.460318667214114], ""type"": ""Point""}","-27.460318667214114, 153.02051753256453"
123,178.0,Leichhardt Street,LITTLE EDWARD ST,Leichardt St,502382.7,6962353.2,-27.462351,153.024115,SPRING HILL,3 - Regular with seat,Y,Easy,Medium,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.0241209183617, -27.462338556784182], ""type"": ""Point""}","-27.462338556784182, 153.0241209183617"
124,180.0,Spring Hill Post Office Stop 180,BOUNDARY ST,Fortescue St,502288.2,6962533.9,-27.46072,153.023158,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Hard,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.0231641601564, -27.46070735944932], ""type"": ""Point""}","-27.46070735944932, 153.0231641601564"
125,185.0,Fortescue Street Spring Hill,FORTESCUE ST,Boundary St,502322.6,6962562.2,-27.460465,153.023506,SPRING HILL,4 - Regular,Y,Easy,Hard,Medium,2017-04-24T12:00:00+10:00,"{""coordinates"": [153.02351225710237, -27.46045180873852], ""type"": ""Point""}","-27.46045180873852, 153.02351225710237"
126,186.0,Water St Spring Hill,WATER ST,Laisby Dr,502459.8,6962619.9,-27.459943,153.024895,SPRING HILL,4 - Regular,Y,Easy,Hard,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02490069308487, -27.459930651946067], ""type"": ""Point""}","-27.459930651946067, 153.02490069308487"
127,201.0,Brunswick St @ Alfred St (Stop 201),BRUNSWICK ST,Alfred St,503184.3,6963034.9,-27.456195,153.032226,FORTITUDE VALLEY,3 - Regular with seat,N,Easy,Hard,Medium,,"{""coordinates"": [153.0322319790629, -27.456182527733578], ""type"": ""Point""}","-27.456182527733578, 153.0322319790629"
128,202.0,Brunswick St @ Wickham St (St 202),BRUNSWICK ST,Wickham St,503318.7,6962916.6,-27.457263,153.033586,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2017-03-14T11:00:00+10:00,"{""coordinates"": [153.03359246512773, -27.457250219576775], ""type"": ""Point""}","-27.457250219576775, 153.03359246512773"
129,203.0,Warner St fs Wickham (St 203),WARNER ST,,503477.9,6962907.7,-27.457342,153.035197,FORTITUDE VALLEY,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [153.03520365112152, -27.45733017118744], ""type"": ""Point""}","-27.45733017118744, 153.03520365112152"
130,204.0,Warner St mid-block (Stop 204),WARNER ST,Ann St,503461.5,6962921.9,-27.457215,153.035031,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,2017-03-10T11:00:00+10:00,"{""coordinates"": [153.03503763668553, -27.457202015349345], ""type"": ""Point""}","-27.457202015349345, 153.03503763668553"
131,205.0,Warner St app Ann St (Stop 205),WARNER ST,Ann St,503495.7,6962891.9,-27.457485,153.035378,FORTITUDE VALLEY,1 - Premium,Y,Easy,Medium,Easy,2015-08-17T12:00:00+10:00,"{""coordinates"": [153.03538383907286, -27.457472768035025], ""type"": ""Point""}","-27.457472768035025, 153.03538383907286"
132,206.0,Ballow St app Ann St (Stop 206),BALLOW ST,Ann St,503570.9,6962937.5,-27.457074,153.036139,FORTITUDE VALLEY,2 - Intermediate,N,Easy,Medium,Hard,,"{""coordinates"": [153.0361447571135, -27.45706089575472], ""type"": ""Point""}","-27.45706089575472, 153.0361447571135"
133,207.0,Brunswick St @ McLachlan (207),BRUNSWICK ST,McLachlan St,503500.4,6962755.4,-27.458718,153.035426,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Medium,Easy,2017-11-01T11:00:00+10:00,"{""coordinates"": [153.03543179852116, -27.45870507838462], ""type"": ""Point""}","-27.45870507838462, 153.03543179852116"
134,210.0,Brunswick St @ Ann St (Stop 210),BRUNSWICK ST,,503491.5,6962744.6,-27.458815,153.035336,FORTITUDE VALLEY,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0353417572522, -27.458802603679278], ""type"": ""Point""}","-27.458802603679278, 153.0353417572522"
135,211.0,Brunswick St f/s Wickham (St 211),BRUNSWICK ST,Alfred St,503272.5,6962938.7,-27.457063,153.033119,FORTITUDE VALLEY,3 - Regular with seat,Y,Medium,Easy,Easy,2017-03-14T11:00:00+10:00,"{""coordinates"": [153.0331248451427, -27.457050812577975], ""type"": ""Point""}","-27.457050812577975, 153.0331248451427"
136,212.0,Brunswick St @ Alfred St (Stop 212),BRUNSWICK ST,Alfred St,503214.7,6962989.9,-27.456601,153.032534,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Medium,2017-11-01T11:00:00+10:00,"{""coordinates"": [153.03253975407233, -27.456588716506154], ""type"": ""Point""}","-27.456588716506154, 153.03253975407233"
137,216.0,Valley Island (Ann St) (Stop 216),ANN ST,Gipps St,503353.4,6962670.7,-27.459482,153.033938,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Medium,,"{""coordinates"": [153.03394432086859, -27.459470120425628], ""type"": ""Point""}","-27.459470120425628, 153.03394432086859"
138,217.0,Valley Island (Ann St) (Stop 217),ANN ST,Gotha St,503262.9,6962571.6,-27.460377,153.033022,FORTITUDE VALLEY,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [153.03302867684465, -27.46036501538777], ""type"": ""Point""}","-27.46036501538777, 153.03302867684465"
139,218.0,Ann St - Stop 218,ANN ST,Kemp Pl,503290.4,6962578.7,-27.460313,153.033301,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Medium,2018-02-06T11:00:00+10:00,"{""coordinates"": [153.033306975177, -27.460300850349867], ""type"": ""Point""}","-27.460300850349867, 153.033306975177"
140,219.0,Ann St - Stop 219,ANN ST,Kemp Pl,503271.8,6962557.8,-27.460502,153.033113,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Medium,2018-02-06T11:00:00+10:00,"{""coordinates"": [153.0331187877406, -27.460489580417704], ""type"": ""Point""}","-27.460489580417704, 153.0331187877406"
141,220.0,Ann St - Stop 220,ANN ST,Dodge La,503181.1,6962454.8,-27.461433,153.032196,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Easy,2023-04-18T12:00:00+10:00,"{""coordinates"": [153.03220111470904, -27.46141967949965], ""type"": ""Point""}","-27.46141967949965, 153.03220111470904"
142,225.0,Wickham St app Little St,WICKHAM ST,Little St,503162.8,6962717.1,-27.459064,153.032009,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.03201522164878, -27.459051677582572], ""type"": ""Point""}","-27.459051677582572, 153.03201522164878"
143,226.0,Wickham St app Gotha St (Stop 226),WICKHAM ST,Gotha St,503135.2,6962612.8,-27.460006,153.031731,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.03173616474706, -27.45999336203664], ""type"": ""Point""}","-27.45999336203664, 153.03173616474706"
144,227.0,Wickham St f/s Gotha St (Stop 227),WICKHAM ST,Little St,503141.2,6962691.5,-27.459296,153.03179,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Medium,2017-11-02T11:00:00+10:00,"{""coordinates"": [153.03179668468366, -27.45928284447821], ""type"": ""Point""}","-27.45928284447821, 153.03179668468366"
145,228.0,Wickham St f/s Brunswick (St 228),WICKHAM ST,Brunswick St,503347.1,6962930.2,-27.45714,153.033874,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Medium,2023-04-06T12:00:00+10:00,"{""coordinates"": [153.0338798457036, -27.457127369147905], ""type"": ""Point""}","-27.457127369147905, 153.0338798457036"
146,229.0,Wickham St @ Warner St (St 229),WICKHAM ST,,503385.4,6962972.8,-27.456755,153.034261,FORTITUDE VALLEY,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0342673360471, -27.45674268138692], ""type"": ""Point""}","-27.45674268138692, 153.0342673360471"
147,231.0,Gotha St - 231,GOTHA ST,Wickham St,503117.8,6962670.5,-27.459485,153.031554,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Hard,2016-01-21T11:00:00+10:00,"{""coordinates"": [153.03155991797857, -27.45947248634234], ""type"": ""Point""}","-27.45947248634234, 153.03155991797857"
148,232.0,Fortitude Valley - 232,ST PAULS TCE,Amelia St,503199.9,6963157.5,-27.455088,153.032383,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.03238953189384, -27.455075657521753], ""type"": ""Point""}","-27.455075657521753, 153.03238953189384"
149,235.0,Union Street - 235,ST PAULS TCE,Boundary St,502692.0,6962551.3,-27.460562,153.027245,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Hard,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02725084864517, -27.4605495332234], ""type"": ""Point""}","-27.4605495332234, 153.02725084864517"
150,236.0,Gotha/St Pauls (Stop 236),GOTHA ST,Agnes St,502957.7,6962809.5,-27.458231,153.029934,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Medium,Easy,2022-06-02T12:00:00+10:00,"{""coordinates"": [153.0299392778897, -27.45821795143428], ""type"": ""Point""}","-27.45821795143428, 153.0299392778897"
151,237.0,Union St - 237,ST PAULS TCE,Isaac St,502685.1,6962564.6,-27.460442,153.027175,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Easy,2016-04-21T12:00:00+10:00,"{""coordinates"": [153.02718098668853, -27.460429474448016], ""type"": ""Point""}","-27.460429474448016, 153.02718098668853"
152,238.0,Quarry - 238,ST PAULS TCE,Warren St,502903.9,6962791.6,-27.458392,153.029389,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Hard,Medium,2022-06-02T12:00:00+10:00,"{""coordinates"": [153.0293948408448, -27.458379668581465], ""type"": ""Point""}","-27.458379668581465, 153.0293948408448"
